"","date","visits","Page_Summary"
"6731",2016-08-14,61835,"Hillary_Clinton"
"6732",2016-08-15,70130,"Hillary_Clinton"
"6733",2016-08-16,69147,"Hillary_Clinton"
"6734",2016-08-17,66773,"Hillary_Clinton"
"6735",2016-08-18,62385,"Hillary_Clinton"
"6736",2016-08-19,66808,"Hillary_Clinton"
"6737",2016-08-20,61103,"Hillary_Clinton"
"6738",2016-08-21,55676,"Hillary_Clinton"
"6739",2016-08-22,66762,"Hillary_Clinton"
"6740",2016-08-23,85432,"Hillary_Clinton"
"6741",2016-08-24,71271,"Hillary_Clinton"
"6742",2016-08-25,72664,"Hillary_Clinton"
"6743",2016-08-26,80809,"Hillary_Clinton"
"6744",2016-08-27,71660,"Hillary_Clinton"
"6745",2016-08-28,69820,"Hillary_Clinton"
"6746",2016-08-29,75224,"Hillary_Clinton"
"6747",2016-08-30,72901,"Hillary_Clinton"
"6748",2016-08-31,73384,"Hillary_Clinton"
"6749",2016-09-01,75149,"Hillary_Clinton"
"6750",2016-09-02,65900,"Hillary_Clinton"
"6751",2016-09-03,64990,"Hillary_Clinton"
"6752",2016-09-04,59936,"Hillary_Clinton"
"6753",2016-09-05,64607,"Hillary_Clinton"
"6754",2016-09-06,96116,"Hillary_Clinton"
"6755",2016-09-07,78624,"Hillary_Clinton"
"6756",2016-09-08,111570,"Hillary_Clinton"
"6757",2016-09-09,91663,"Hillary_Clinton"
"6758",2016-09-10,69136,"Hillary_Clinton"
"6759",2016-09-11,197814,"Hillary_Clinton"
"6760",2016-09-12,323542,"Hillary_Clinton"
"6761",2016-09-13,201181,"Hillary_Clinton"
"6762",2016-09-14,158669,"Hillary_Clinton"
"6763",2016-09-15,148192,"Hillary_Clinton"
"6764",2016-09-16,119528,"Hillary_Clinton"
"6765",2016-09-17,97602,"Hillary_Clinton"
"6766",2016-09-18,90706,"Hillary_Clinton"
"6767",2016-09-19,92064,"Hillary_Clinton"
"6768",2016-09-20,101614,"Hillary_Clinton"
"6769",2016-09-21,98270,"Hillary_Clinton"
"6770",2016-09-22,99349,"Hillary_Clinton"
"6771",2016-09-23,104225,"Hillary_Clinton"
"6772",2016-09-24,87099,"Hillary_Clinton"
"6773",2016-09-25,100381,"Hillary_Clinton"
"6774",2016-09-26,171829,"Hillary_Clinton"
"6775",2016-09-27,945707,"Hillary_Clinton"
"6776",2016-09-28,354429,"Hillary_Clinton"
"6777",2016-09-29,244385,"Hillary_Clinton"
"6778",2016-09-30,206560,"Hillary_Clinton"
"6779",2016-10-01,171495,"Hillary_Clinton"
"6780",2016-10-02,186171,"Hillary_Clinton"
"6781",2016-10-03,181681,"Hillary_Clinton"
"6782",2016-10-04,160900,"Hillary_Clinton"
"6783",2016-10-05,236097,"Hillary_Clinton"
"6784",2016-10-06,130246,"Hillary_Clinton"
"6785",2016-10-07,113718,"Hillary_Clinton"
"6786",2016-10-08,170900,"Hillary_Clinton"
"6787",2016-10-09,248015,"Hillary_Clinton"
"6788",2016-10-10,927098,"Hillary_Clinton"
"6789",2016-10-11,398173,"Hillary_Clinton"
"6790",2016-10-12,312304,"Hillary_Clinton"
"6791",2016-10-13,370854,"Hillary_Clinton"
"6792",2016-10-14,300221,"Hillary_Clinton"
"6793",2016-10-15,204980,"Hillary_Clinton"
"6794",2016-10-16,206878,"Hillary_Clinton"
"6795",2016-10-17,198232,"Hillary_Clinton"
"6796",2016-10-18,189884,"Hillary_Clinton"
"6797",2016-10-19,200481,"Hillary_Clinton"
"6798",2016-10-20,558531,"Hillary_Clinton"
"6799",2016-10-21,278371,"Hillary_Clinton"
"6800",2016-10-22,187642,"Hillary_Clinton"
"6801",2016-10-23,207616,"Hillary_Clinton"
"6802",2016-10-24,208191,"Hillary_Clinton"
"6803",2016-10-25,198426,"Hillary_Clinton"
"6804",2016-10-26,280251,"Hillary_Clinton"
"6805",2016-10-27,230516,"Hillary_Clinton"
"6806",2016-10-28,270531,"Hillary_Clinton"
"6807",2016-10-29,306217,"Hillary_Clinton"
"6808",2016-10-30,274986,"Hillary_Clinton"
"6809",2016-10-31,318161,"Hillary_Clinton"
"6810",2016-11-01,314587,"Hillary_Clinton"
"6811",2016-11-02,306194,"Hillary_Clinton"
"6812",2016-11-03,341828,"Hillary_Clinton"
"6813",2016-11-04,327866,"Hillary_Clinton"
"6814",2016-11-05,311583,"Hillary_Clinton"
"6815",2016-11-06,442178,"Hillary_Clinton"
"6816",2016-11-07,674780,"Hillary_Clinton"
"6817",2016-11-08,1375461,"Hillary_Clinton"
"6818",2016-11-09,3511704,"Hillary_Clinton"
"6819",2016-11-10,1053190,"Hillary_Clinton"
"6820",2016-11-11,519091,"Hillary_Clinton"
"6821",2016-11-12,340639,"Hillary_Clinton"
"6822",2016-11-13,299010,"Hillary_Clinton"
"6823",2016-11-14,241613,"Hillary_Clinton"
"6824",2016-11-15,184592,"Hillary_Clinton"
"6825",2016-11-16,154121,"Hillary_Clinton"
"6826",2016-11-17,167576,"Hillary_Clinton"
"6827",2016-11-18,117552,"Hillary_Clinton"
"6828",2016-11-19,95845,"Hillary_Clinton"
"6829",2016-11-20,90292,"Hillary_Clinton"
"6830",2016-11-21,84289,"Hillary_Clinton"
"6831",2016-11-22,80121,"Hillary_Clinton"
"6832",2016-11-23,77789,"Hillary_Clinton"
"6833",2016-11-24,71075,"Hillary_Clinton"
"6834",2016-11-25,59422,"Hillary_Clinton"
"6835",2016-11-26,61257,"Hillary_Clinton"
"6836",2016-11-27,65166,"Hillary_Clinton"
"6837",2016-11-28,62183,"Hillary_Clinton"
"6838",2016-11-29,61641,"Hillary_Clinton"
"6839",2016-11-30,59132,"Hillary_Clinton"
"6840",2016-12-01,53253,"Hillary_Clinton"
"6841",2016-12-02,50437,"Hillary_Clinton"
"6842",2016-12-03,42228,"Hillary_Clinton"
"6843",2016-12-04,47472,"Hillary_Clinton"
"6844",2016-12-05,49631,"Hillary_Clinton"
"6845",2016-12-06,49253,"Hillary_Clinton"
"6846",2016-12-07,46029,"Hillary_Clinton"
"6847",2016-12-08,44863,"Hillary_Clinton"
"6848",2016-12-09,41882,"Hillary_Clinton"
"6849",2016-12-10,40700,"Hillary_Clinton"
"6850",2016-12-11,41041,"Hillary_Clinton"
"6851",2016-12-12,42262,"Hillary_Clinton"
"6852",2016-12-13,47734,"Hillary_Clinton"
"6853",2016-12-14,42206,"Hillary_Clinton"
"6854",2016-12-15,41167,"Hillary_Clinton"
"6855",2016-12-16,38239,"Hillary_Clinton"
"6856",2016-12-17,34601,"Hillary_Clinton"
"6857",2016-12-18,33531,"Hillary_Clinton"
"6858",2016-12-19,45991,"Hillary_Clinton"
"6859",2016-12-20,44607,"Hillary_Clinton"
"6860",2016-12-21,35897,"Hillary_Clinton"
"6861",2016-12-22,34277,"Hillary_Clinton"
"6862",2016-12-23,36116,"Hillary_Clinton"
"6863",2016-12-24,29692,"Hillary_Clinton"
"6864",2016-12-25,29357,"Hillary_Clinton"
"6865",2016-12-26,30175,"Hillary_Clinton"
"6866",2016-12-27,40155,"Hillary_Clinton"
"6867",2016-12-28,37453,"Hillary_Clinton"
"6868",2016-12-29,32913,"Hillary_Clinton"
"6869",2016-12-30,32478,"Hillary_Clinton"
"6870",2016-12-31,29289,"Hillary_Clinton"
"6871",2015-10-01,28779,"Jennifer_Lawrence"
"6872",2015-10-02,37113,"Jennifer_Lawrence"
"6873",2015-10-03,34263,"Jennifer_Lawrence"
"6874",2015-10-04,38175,"Jennifer_Lawrence"
"6875",2015-10-05,33757,"Jennifer_Lawrence"
"6876",2015-10-06,30082,"Jennifer_Lawrence"
"6877",2015-10-07,30263,"Jennifer_Lawrence"
"6878",2015-10-08,27990,"Jennifer_Lawrence"
"6879",2015-10-09,26724,"Jennifer_Lawrence"
"6880",2015-10-10,31090,"Jennifer_Lawrence"
"6881",2015-10-11,65526,"Jennifer_Lawrence"
"6882",2015-10-12,47324,"Jennifer_Lawrence"
"6883",2015-10-13,50919,"Jennifer_Lawrence"
"6884",2015-10-14,60066,"Jennifer_Lawrence"
"6885",2015-10-15,44169,"Jennifer_Lawrence"
"6886",2015-10-16,38124,"Jennifer_Lawrence"
"6887",2015-10-17,38982,"Jennifer_Lawrence"
"6888",2015-10-18,43765,"Jennifer_Lawrence"
"6889",2015-10-19,41007,"Jennifer_Lawrence"
"6890",2015-10-20,33596,"Jennifer_Lawrence"
"6891",2015-10-21,34982,"Jennifer_Lawrence"
"6892",2015-10-22,37035,"Jennifer_Lawrence"
"6893",2015-10-23,40933,"Jennifer_Lawrence"
"6894",2015-10-24,39949,"Jennifer_Lawrence"
"6895",2015-10-25,43143,"Jennifer_Lawrence"
"6896",2015-10-26,38050,"Jennifer_Lawrence"
"6897",2015-10-27,40517,"Jennifer_Lawrence"
"6898",2015-10-28,37434,"Jennifer_Lawrence"
"6899",2015-10-29,36459,"Jennifer_Lawrence"
"6900",2015-10-30,36093,"Jennifer_Lawrence"
"6901",2015-10-31,40849,"Jennifer_Lawrence"
"6902",2015-11-01,120759,"Jennifer_Lawrence"
"6903",2015-11-02,76718,"Jennifer_Lawrence"
"6904",2015-11-03,57748,"Jennifer_Lawrence"
"6905",2015-11-04,60416,"Jennifer_Lawrence"
"6906",2015-11-05,95092,"Jennifer_Lawrence"
"6907",2015-11-06,74540,"Jennifer_Lawrence"
"6908",2015-11-07,75281,"Jennifer_Lawrence"
"6909",2015-11-08,159400,"Jennifer_Lawrence"
"6910",2015-11-09,93291,"Jennifer_Lawrence"
"6911",2015-11-10,69741,"Jennifer_Lawrence"
"6912",2015-11-11,75075,"Jennifer_Lawrence"
"6913",2015-11-12,94217,"Jennifer_Lawrence"
"6914",2015-11-13,116564,"Jennifer_Lawrence"
"6915",2015-11-14,80896,"Jennifer_Lawrence"
"6916",2015-11-15,119180,"Jennifer_Lawrence"
"6917",2015-11-16,87108,"Jennifer_Lawrence"
"6918",2015-11-17,83248,"Jennifer_Lawrence"
"6919",2015-11-18,90739,"Jennifer_Lawrence"
"6920",2015-11-19,173460,"Jennifer_Lawrence"
"6921",2015-11-20,186960,"Jennifer_Lawrence"
"6922",2015-11-21,184854,"Jennifer_Lawrence"
"6923",2015-11-22,220453,"Jennifer_Lawrence"
"6924",2015-11-23,145436,"Jennifer_Lawrence"
"6925",2015-11-24,107057,"Jennifer_Lawrence"
"6926",2015-11-25,109173,"Jennifer_Lawrence"
"6927",2015-11-26,123743,"Jennifer_Lawrence"
"6928",2015-11-27,111508,"Jennifer_Lawrence"
"6929",2015-11-28,125481,"Jennifer_Lawrence"
"6930",2015-11-29,143611,"Jennifer_Lawrence"
"6931",2015-11-30,104924,"Jennifer_Lawrence"
"6932",2015-12-01,79092,"Jennifer_Lawrence"
"6933",2015-12-02,70259,"Jennifer_Lawrence"
"6934",2015-12-03,67172,"Jennifer_Lawrence"
"6935",2015-12-04,67405,"Jennifer_Lawrence"
"6936",2015-12-05,78054,"Jennifer_Lawrence"
"6937",2015-12-06,91569,"Jennifer_Lawrence"
"6938",2015-12-07,75440,"Jennifer_Lawrence"
"6939",2015-12-08,64281,"Jennifer_Lawrence"
"6940",2015-12-09,64112,"Jennifer_Lawrence"
"6941",2015-12-10,60179,"Jennifer_Lawrence"
"6942",2015-12-11,70160,"Jennifer_Lawrence"
"6943",2015-12-12,84085,"Jennifer_Lawrence"
"6944",2015-12-13,83715,"Jennifer_Lawrence"
"6945",2015-12-14,84555,"Jennifer_Lawrence"
"6946",2015-12-15,93674,"Jennifer_Lawrence"
"6947",2015-12-16,98760,"Jennifer_Lawrence"
"6948",2015-12-17,104099,"Jennifer_Lawrence"
"6949",2015-12-18,81171,"Jennifer_Lawrence"
"6950",2015-12-19,69860,"Jennifer_Lawrence"
"6951",2015-12-20,73595,"Jennifer_Lawrence"
"6952",2015-12-21,84772,"Jennifer_Lawrence"
"6953",2015-12-22,120360,"Jennifer_Lawrence"
"6954",2015-12-23,109853,"Jennifer_Lawrence"
"6955",2015-12-24,83917,"Jennifer_Lawrence"
"6956",2015-12-25,83059,"Jennifer_Lawrence"
"6957",2015-12-26,108637,"Jennifer_Lawrence"
"6958",2015-12-27,114493,"Jennifer_Lawrence"
"6959",2015-12-28,119230,"Jennifer_Lawrence"
"6960",2015-12-29,104549,"Jennifer_Lawrence"
"6961",2015-12-30,118195,"Jennifer_Lawrence"
"6962",2015-12-31,121653,"Jennifer_Lawrence"
"6963",2016-01-01,132039,"Jennifer_Lawrence"
"6964",2016-01-02,127463,"Jennifer_Lawrence"
"6965",2016-01-03,119146,"Jennifer_Lawrence"
"6966",2016-01-04,88427,"Jennifer_Lawrence"
"6967",2016-01-05,94044,"Jennifer_Lawrence"
"6968",2016-01-06,95072,"Jennifer_Lawrence"
"6969",2016-01-07,80710,"Jennifer_Lawrence"
"6970",2016-01-08,81636,"Jennifer_Lawrence"
"6971",2016-01-09,97662,"Jennifer_Lawrence"
"6972",2016-01-10,98073,"Jennifer_Lawrence"
"6973",2016-01-11,274648,"Jennifer_Lawrence"
"6974",2016-01-12,129926,"Jennifer_Lawrence"
"6975",2016-01-13,84366,"Jennifer_Lawrence"
"6976",2016-01-14,125425,"Jennifer_Lawrence"
"6977",2016-01-15,101056,"Jennifer_Lawrence"
"6978",2016-01-16,99574,"Jennifer_Lawrence"
"6979",2016-01-17,101577,"Jennifer_Lawrence"
"6980",2016-01-18,83092,"Jennifer_Lawrence"
"6981",2016-01-19,70523,"Jennifer_Lawrence"
"6982",2016-01-20,65987,"Jennifer_Lawrence"
"6983",2016-01-21,63349,"Jennifer_Lawrence"
"6984",2016-01-22,58659,"Jennifer_Lawrence"
"6985",2016-01-23,66216,"Jennifer_Lawrence"
"6986",2016-01-24,73044,"Jennifer_Lawrence"
"6987",2016-01-25,57024,"Jennifer_Lawrence"
"6988",2016-01-26,46504,"Jennifer_Lawrence"
"6989",2016-01-27,43117,"Jennifer_Lawrence"
"6990",2016-01-28,41631,"Jennifer_Lawrence"
"6991",2016-01-29,40476,"Jennifer_Lawrence"
"6992",2016-01-30,49599,"Jennifer_Lawrence"
"6993",2016-01-31,60227,"Jennifer_Lawrence"
"6994",2016-02-01,46903,"Jennifer_Lawrence"
"6995",2016-02-02,44515,"Jennifer_Lawrence"
"6996",2016-02-03,42550,"Jennifer_Lawrence"
"6997",2016-02-04,38932,"Jennifer_Lawrence"
"6998",2016-02-05,38442,"Jennifer_Lawrence"
"6999",2016-02-06,42056,"Jennifer_Lawrence"
"7000",2016-02-07,50694,"Jennifer_Lawrence"
"7001",2016-02-08,62249,"Jennifer_Lawrence"
"7002",2016-02-09,44456,"Jennifer_Lawrence"
"7003",2016-02-10,39563,"Jennifer_Lawrence"
"7004",2016-02-11,38004,"Jennifer_Lawrence"
"7005",2016-02-12,41344,"Jennifer_Lawrence"
"7006",2016-02-13,47152,"Jennifer_Lawrence"
"7007",2016-02-14,53392,"Jennifer_Lawrence"
"7008",2016-02-15,49481,"Jennifer_Lawrence"
"7009",2016-02-16,41318,"Jennifer_Lawrence"
"7010",2016-02-17,36704,"Jennifer_Lawrence"
"7011",2016-02-18,38090,"Jennifer_Lawrence"
"7012",2016-02-19,38136,"Jennifer_Lawrence"
"7013",2016-02-20,43759,"Jennifer_Lawrence"
"7014",2016-02-21,54319,"Jennifer_Lawrence"
"7015",2016-02-22,44910,"Jennifer_Lawrence"
"7016",2016-02-23,40870,"Jennifer_Lawrence"
"7017",2016-02-24,50365,"Jennifer_Lawrence"
"7018",2016-02-25,50032,"Jennifer_Lawrence"
"7019",2016-02-26,53041,"Jennifer_Lawrence"
"7020",2016-02-27,75530,"Jennifer_Lawrence"
"7021",2016-02-28,112490,"Jennifer_Lawrence"
"7022",2016-02-29,256739,"Jennifer_Lawrence"
"7023",2016-03-01,87174,"Jennifer_Lawrence"
"7024",2016-03-02,58331,"Jennifer_Lawrence"
"7025",2016-03-03,50866,"Jennifer_Lawrence"
"7026",2016-03-04,47971,"Jennifer_Lawrence"
"7027",2016-03-05,52014,"Jennifer_Lawrence"
"7028",2016-03-06,65346,"Jennifer_Lawrence"
"7029",2016-03-07,56165,"Jennifer_Lawrence"
"7030",2016-03-08,50818,"Jennifer_Lawrence"
"7031",2016-03-09,47828,"Jennifer_Lawrence"
"7032",2016-03-10,45285,"Jennifer_Lawrence"
"7033",2016-03-11,49369,"Jennifer_Lawrence"
"7034",2016-03-12,109013,"Jennifer_Lawrence"
"7035",2016-03-13,97761,"Jennifer_Lawrence"
"7036",2016-03-14,53677,"Jennifer_Lawrence"
"7037",2016-03-15,43321,"Jennifer_Lawrence"
"7038",2016-03-16,50436,"Jennifer_Lawrence"
"7039",2016-03-17,53540,"Jennifer_Lawrence"
"7040",2016-03-18,49210,"Jennifer_Lawrence"
"7041",2016-03-19,51618,"Jennifer_Lawrence"
"7042",2016-03-20,56014,"Jennifer_Lawrence"
"7043",2016-03-21,46638,"Jennifer_Lawrence"
"7044",2016-03-22,43670,"Jennifer_Lawrence"
"7045",2016-03-23,44096,"Jennifer_Lawrence"
"7046",2016-03-24,46612,"Jennifer_Lawrence"
"7047",2016-03-25,57294,"Jennifer_Lawrence"
"7048",2016-03-26,58648,"Jennifer_Lawrence"
"7049",2016-03-27,74618,"Jennifer_Lawrence"
"7050",2016-03-28,62458,"Jennifer_Lawrence"
"7051",2016-03-29,46762,"Jennifer_Lawrence"
"7052",2016-03-30,47084,"Jennifer_Lawrence"
"7053",2016-03-31,42162,"Jennifer_Lawrence"
"7054",2016-04-01,46730,"Jennifer_Lawrence"
"7055",2016-04-02,50964,"Jennifer_Lawrence"
"7056",2016-04-03,86388,"Jennifer_Lawrence"
"7057",2016-04-04,45227,"Jennifer_Lawrence"
"7058",2016-04-05,40565,"Jennifer_Lawrence"
"7059",2016-04-06,34749,"Jennifer_Lawrence"
"7060",2016-04-07,37019,"Jennifer_Lawrence"
"7061",2016-04-08,44565,"Jennifer_Lawrence"
"7062",2016-04-09,48583,"Jennifer_Lawrence"
"7063",2016-04-10,54809,"Jennifer_Lawrence"
"7064",2016-04-11,50076,"Jennifer_Lawrence"
"7065",2016-04-12,38159,"Jennifer_Lawrence"
"7066",2016-04-13,41158,"Jennifer_Lawrence"
"7067",2016-04-14,47788,"Jennifer_Lawrence"
"7068",2016-04-15,40140,"Jennifer_Lawrence"
"7069",2016-04-16,41226,"Jennifer_Lawrence"
"7070",2016-04-17,49318,"Jennifer_Lawrence"
"7071",2016-04-18,37423,"Jennifer_Lawrence"
"7072",2016-04-19,33216,"Jennifer_Lawrence"
"7073",2016-04-20,32676,"Jennifer_Lawrence"
"7074",2016-04-21,32210,"Jennifer_Lawrence"
"7075",2016-04-22,34034,"Jennifer_Lawrence"
"7076",2016-04-23,40300,"Jennifer_Lawrence"
"7077",2016-04-24,43284,"Jennifer_Lawrence"
"7078",2016-04-25,43158,"Jennifer_Lawrence"
"7079",2016-04-26,44175,"Jennifer_Lawrence"
"7080",2016-04-27,38346,"Jennifer_Lawrence"
"7081",2016-04-28,35951,"Jennifer_Lawrence"
"7082",2016-04-29,37626,"Jennifer_Lawrence"
"7083",2016-04-30,45856,"Jennifer_Lawrence"
"7084",2016-05-01,55990,"Jennifer_Lawrence"
"7085",2016-05-02,46607,"Jennifer_Lawrence"
"7086",2016-05-03,39540,"Jennifer_Lawrence"
"7087",2016-05-04,35859,"Jennifer_Lawrence"
"7088",2016-05-05,37715,"Jennifer_Lawrence"
"7089",2016-05-06,37454,"Jennifer_Lawrence"
"7090",2016-05-07,47396,"Jennifer_Lawrence"
"7091",2016-05-08,62612,"Jennifer_Lawrence"
"7092",2016-05-09,49306,"Jennifer_Lawrence"
"7093",2016-05-10,57221,"Jennifer_Lawrence"
"7094",2016-05-11,49158,"Jennifer_Lawrence"
"7095",2016-05-12,45141,"Jennifer_Lawrence"
"7096",2016-05-13,89950,"Jennifer_Lawrence"
"7097",2016-05-14,93460,"Jennifer_Lawrence"
"7098",2016-05-15,112166,"Jennifer_Lawrence"
"7099",2016-05-16,113755,"Jennifer_Lawrence"
"7100",2016-05-17,69420,"Jennifer_Lawrence"
"7101",2016-05-18,64211,"Jennifer_Lawrence"
"7102",2016-05-19,65889,"Jennifer_Lawrence"
"7103",2016-05-20,77706,"Jennifer_Lawrence"
"7104",2016-05-21,93333,"Jennifer_Lawrence"
"7105",2016-05-22,96759,"Jennifer_Lawrence"
"7106",2016-05-23,73665,"Jennifer_Lawrence"
"7107",2016-05-24,85045,"Jennifer_Lawrence"
"7108",2016-05-25,69434,"Jennifer_Lawrence"
"7109",2016-05-26,61798,"Jennifer_Lawrence"
"7110",2016-05-27,65506,"Jennifer_Lawrence"
"7111",2016-05-28,66892,"Jennifer_Lawrence"
"7112",2016-05-29,72377,"Jennifer_Lawrence"
"7113",2016-05-30,69200,"Jennifer_Lawrence"
"7114",2016-05-31,57197,"Jennifer_Lawrence"
"7115",2016-06-01,51488,"Jennifer_Lawrence"
"7116",2016-06-02,49885,"Jennifer_Lawrence"
"7117",2016-06-03,51580,"Jennifer_Lawrence"
"7118",2016-06-04,63392,"Jennifer_Lawrence"
"7119",2016-06-05,63882,"Jennifer_Lawrence"
"7120",2016-06-06,53642,"Jennifer_Lawrence"
"7121",2016-06-07,46979,"Jennifer_Lawrence"
"7122",2016-06-08,44181,"Jennifer_Lawrence"
"7123",2016-06-09,41480,"Jennifer_Lawrence"
"7124",2016-06-10,45158,"Jennifer_Lawrence"
"7125",2016-06-11,47058,"Jennifer_Lawrence"
"7126",2016-06-12,52649,"Jennifer_Lawrence"
"7127",2016-06-13,46179,"Jennifer_Lawrence"
"7128",2016-06-14,40044,"Jennifer_Lawrence"
"7129",2016-06-15,36373,"Jennifer_Lawrence"
"7130",2016-06-16,37493,"Jennifer_Lawrence"
"7131",2016-06-17,35468,"Jennifer_Lawrence"
"7132",2016-06-18,37754,"Jennifer_Lawrence"
"7133",2016-06-19,63742,"Jennifer_Lawrence"
"7134",2016-06-20,49074,"Jennifer_Lawrence"
"7135",2016-06-21,35825,"Jennifer_Lawrence"
"7136",2016-06-22,33639,"Jennifer_Lawrence"
"7137",2016-06-23,40955,"Jennifer_Lawrence"
"7138",2016-06-24,41585,"Jennifer_Lawrence"
"7139",2016-06-25,37304,"Jennifer_Lawrence"
"7140",2016-06-26,42938,"Jennifer_Lawrence"
"7141",2016-06-27,33782,"Jennifer_Lawrence"
"7142",2016-06-28,37496,"Jennifer_Lawrence"
"7143",2016-06-29,33115,"Jennifer_Lawrence"
"7144",2016-06-30,41120,"Jennifer_Lawrence"
"7145",2016-07-01,33356,"Jennifer_Lawrence"
"7146",2016-07-02,33697,"Jennifer_Lawrence"
"7147",2016-07-03,37918,"Jennifer_Lawrence"
"7148",2016-07-04,39204,"Jennifer_Lawrence"
"7149",2016-07-05,35938,"Jennifer_Lawrence"
"7150",2016-07-06,31471,"Jennifer_Lawrence"
"7151",2016-07-07,31003,"Jennifer_Lawrence"
"7152",2016-07-08,31197,"Jennifer_Lawrence"
"7153",2016-07-09,34197,"Jennifer_Lawrence"
"7154",2016-07-10,35387,"Jennifer_Lawrence"
"7155",2016-07-11,39064,"Jennifer_Lawrence"
"7156",2016-07-12,33335,"Jennifer_Lawrence"
"7157",2016-07-13,31754,"Jennifer_Lawrence"
"7158",2016-07-14,29373,"Jennifer_Lawrence"
"7159",2016-07-15,28944,"Jennifer_Lawrence"
"7160",2016-07-16,32571,"Jennifer_Lawrence"
"7161",2016-07-17,37871,"Jennifer_Lawrence"
"7162",2016-07-18,36753,"Jennifer_Lawrence"
"7163",2016-07-19,31427,"Jennifer_Lawrence"
"7164",2016-07-20,33466,"Jennifer_Lawrence"
"7165",2016-07-21,31176,"Jennifer_Lawrence"
"7166",2016-07-22,31044,"Jennifer_Lawrence"
"7167",2016-07-23,37158,"Jennifer_Lawrence"
"7168",2016-07-24,73894,"Jennifer_Lawrence"
"7169",2016-07-25,43062,"Jennifer_Lawrence"
"7170",2016-07-26,32571,"Jennifer_Lawrence"
"7171",2016-07-27,31010,"Jennifer_Lawrence"
"7172",2016-07-28,30956,"Jennifer_Lawrence"
"7173",2016-07-29,29573,"Jennifer_Lawrence"
"7174",2016-07-30,42253,"Jennifer_Lawrence"
"7175",2016-07-31,38066,"Jennifer_Lawrence"
"7176",2016-08-01,33844,"Jennifer_Lawrence"
"7177",2016-08-02,31836,"Jennifer_Lawrence"
"7178",2016-08-03,32079,"Jennifer_Lawrence"
"7179",2016-08-04,30021,"Jennifer_Lawrence"
"7180",2016-08-05,29695,"Jennifer_Lawrence"
"7181",2016-08-06,30953,"Jennifer_Lawrence"
"7182",2016-08-07,33171,"Jennifer_Lawrence"
"7183",2016-08-08,29084,"Jennifer_Lawrence"
"7184",2016-08-09,29117,"Jennifer_Lawrence"
"7185",2016-08-10,27050,"Jennifer_Lawrence"
"7186",2016-08-11,26355,"Jennifer_Lawrence"
"7187",2016-08-12,27320,"Jennifer_Lawrence"
"7188",2016-08-13,29762,"Jennifer_Lawrence"
"7189",2016-08-14,33798,"Jennifer_Lawrence"
"7190",2016-08-15,51372,"Jennifer_Lawrence"
"7191",2016-08-16,36596,"Jennifer_Lawrence"
"7192",2016-08-17,30296,"Jennifer_Lawrence"
"7193",2016-08-18,25363,"Jennifer_Lawrence"
"7194",2016-08-19,25372,"Jennifer_Lawrence"
"7195",2016-08-20,28623,"Jennifer_Lawrence"
"7196",2016-08-21,30963,"Jennifer_Lawrence"
"7197",2016-08-22,31582,"Jennifer_Lawrence"
"7198",2016-08-23,49105,"Jennifer_Lawrence"
"7199",2016-08-24,74761,"Jennifer_Lawrence"
"7200",2016-08-25,57372,"Jennifer_Lawrence"
"7201",2016-08-26,43029,"Jennifer_Lawrence"
"7202",2016-08-27,38405,"Jennifer_Lawrence"
"7203",2016-08-28,51235,"Jennifer_Lawrence"
"7204",2016-08-29,37899,"Jennifer_Lawrence"
"7205",2016-08-30,29408,"Jennifer_Lawrence"
"7206",2016-08-31,27057,"Jennifer_Lawrence"
"7207",2016-09-01,32086,"Jennifer_Lawrence"
"7208",2016-09-02,30993,"Jennifer_Lawrence"
"7209",2016-09-03,30848,"Jennifer_Lawrence"
"7210",2016-09-04,34830,"Jennifer_Lawrence"
"7211",2016-09-05,31669,"Jennifer_Lawrence"
"7212",2016-09-06,28521,"Jennifer_Lawrence"
"7213",2016-09-07,26676,"Jennifer_Lawrence"
"7214",2016-09-08,25287,"Jennifer_Lawrence"
"7215",2016-09-09,27468,"Jennifer_Lawrence"
"7216",2016-09-10,33628,"Jennifer_Lawrence"
"7217",2016-09-11,36275,"Jennifer_Lawrence"
"7218",2016-09-12,31728,"Jennifer_Lawrence"
"7219",2016-09-13,29580,"Jennifer_Lawrence"
"7220",2016-09-14,28020,"Jennifer_Lawrence"
"7221",2016-09-15,27875,"Jennifer_Lawrence"
"7222",2016-09-16,29854,"Jennifer_Lawrence"
"7223",2016-09-17,34513,"Jennifer_Lawrence"
"7224",2016-09-18,56786,"Jennifer_Lawrence"
"7225",2016-09-19,38767,"Jennifer_Lawrence"
"7226",2016-09-20,58435,"Jennifer_Lawrence"
"7227",2016-09-21,63508,"Jennifer_Lawrence"
"7228",2016-09-22,45460,"Jennifer_Lawrence"
"7229",2016-09-23,42402,"Jennifer_Lawrence"
"7230",2016-09-24,48568,"Jennifer_Lawrence"
"7231",2016-09-25,58275,"Jennifer_Lawrence"
"7232",2016-09-26,47626,"Jennifer_Lawrence"
"7233",2016-09-27,36368,"Jennifer_Lawrence"
"7234",2016-09-28,36766,"Jennifer_Lawrence"
"7235",2016-09-29,32635,"Jennifer_Lawrence"
"7236",2016-09-30,33173,"Jennifer_Lawrence"
"7237",2016-10-01,40833,"Jennifer_Lawrence"
"7238",2016-10-02,45354,"Jennifer_Lawrence"
"7239",2016-10-03,43859,"Jennifer_Lawrence"
